religion,quoteID,date,topic
Presbyterianism,2019-01-31-073086,2019-01-31 10:00:13,politics
other,2019-10-24-074967,2019-10-24 17:30:45,politics
Catholic Church,2019-04-12-081869,2019-04-12 03:37:55,briefing
Presbyterianism,2019-01-04-070575,2019-01-04 20:44:58,us
atheism,2019-08-06-092061,2019-08-06 12:14:33,opinion
other,2019-07-17-101462,2019-07-17 17:22:35,opinion
Baptists,2019-06-28-014847,2019-06-28 23:53:01,politics
Baptists,2019-01-03-024971,2019-01-03 22:39:25,politics
Catholic Church,2019-01-30-034791,2019-01-30 00:35:50,politics
other,2019-01-04-029287,2019-01-04 11:00:03,opinion
Presbyterianism,2019-03-25-044458,2019-03-25 15:00:04,opinion
Presbyterianism,2019-03-04-044699,2019-03-04 18:04:56,politics
Methodism,2019-01-14-061879,2019-01-14 00:18:50,media
Islam,2019-10-24-087921,2019-10-24 14:04:23,asia
other,2019-02-06-093262,2019-02-06 22:20:17,asia
Islam,2019-04-10-001182,2019-04-10 00:01:56,middleeast
Baptists,2019-01-02-006146,2019-01-02 17:00:47,politics
Presbyterianism,2019-09-03-009655,2019-09-03 01:23:03,politics
Presbyterianism,2019-09-06-020489,2019-09-06 16:23:01,sunday
other,2019-04-30-042720,2019-04-30 02:20:24,asia
other,2019-06-15-026909,2019-06-15 10:00:05,style
Judaism,2019-08-16-046536,2019-08-16 16:41:08,politics
other,2019-07-08-040628,2019-07-08 19:15:38,us
Catholic Church,2019-02-28-102043,2019-02-28 21:28:52,politics
other,2019-10-03-099573,2019-10-03 19:27:28,sports
other,2019-08-07-089293,2019-08-07 00:08:25,politics
other,2019-01-31-110394,2019-01-31 10:00:03,magazine
Presbyterianism,2019-06-16-056822,2019-06-16 19:12:53,asia
Catholic Church,2019-02-27-001300,2019-02-27 19:27:55,politics
other,2019-06-26-022095,2019-06-26 16:23:23,business
Baptists,2019-09-19-026306,2019-09-19 14:11:58,style
Catholic Church,2019-06-05-042545,2019-06-05 09:00:08,us
Catholic Church,2019-06-07-057054,2019-06-07 06:38:23,television
Judaism,2019-01-13-042004,2019-01-13 15:10:12,politics
other,2019-02-13-082391,2019-02-13 01:26:23,nyregion
other,2019-12-21-044751,2019-12-21 16:20:03,africa
Catholic Church,2019-11-13-129953,2019-11-13 02:53:14,americas
atheism,2019-06-27-013774,2019-06-27 23:05:06,television
Presbyterianism,2019-11-04-024147,2019-11-04 21:13:33,politics
other,2019-01-31-033824,2019-01-31 20:22:43,politics
Presbyterianism,2019-07-16-033691,2019-07-16 00:21:45,politics
Islam,2019-05-05-020351,2019-05-05 22:30:07,sports
Catholic Church,2019-01-25-073025,2019-01-25 20:22:20,americas
other,2019-12-23-048066,2019-12-23 10:00:38,europe
Baptists,2019-12-07-034947,2019-12-07 10:00:14,politics
Presbyterianism,2019-09-25-085625,2019-09-25 19:03:43,opinion
Catholic Church,2019-12-10-076688,2019-12-10 00:50:38,magazine
other,2019-07-25-062001,2019-07-25 00:54:41,movies
Judaism,2019-06-05-099705,2019-06-05 22:53:40,opinion
other,2019-10-16-118302,2019-10-16 18:26:52,europe
other,2019-06-13-003907,2019-06-13 16:43:55,opinion
Presbyterianism,2019-09-20-008572,2019-09-20 16:31:35,politics
Catholic Church,2019-07-19-009642,2019-07-19 01:16:54,opinion
Judaism,2019-03-13-027133,2019-03-13 22:51:41,europe
Catholic Church,2019-09-04-043118,2019-09-04 09:00:03,magazine
Methodism,2019-06-01-033696,2019-06-01 01:13:50,us
Baptists,2019-10-28-068884,2019-10-28 15:04:08,politics
Catholic Church,2019-06-04-098898,2019-06-04 00:20:50,politics
Methodism,2019-10-19-002674,2019-10-19 00:42:37,technology
Islam,2019-01-12-004031,2019-01-12 14:24:49,asia
other,2019-06-28-033145,2019-06-28 09:00:17,movies
Catholic Church,2019-10-24-079812,2019-10-24 16:34:09,politics
Presbyterianism,2019-01-28-077104,2019-01-28 04:56:55,us
Islam,2019-07-06-034073,2019-07-06 01:34:13,africa
Presbyterianism,2019-02-01-111677,2019-02-01 23:03:42,politics
Islam,2019-10-05-051760,2019-10-05 12:20:39,middleeast
Presbyterianism,2019-10-17-138908,2019-10-17 00:17:59,politics
Anglicanism,2019-06-19-002400,2019-06-19 20:38:05,politics
atheism,2019-11-22-022558,2019-11-22 22:12:08,arts
other,2019-09-20-031515,2019-09-20 16:40:23,us
Anglicanism,2019-09-15-018394,2019-09-15 12:00:08,politics
Presbyterianism,2019-01-04-039489,2019-01-04 22:03:39,americas
Presbyterianism,2019-03-01-063814,2019-03-01 23:53:32,asia
Catholic Church,2019-11-05-064047,2019-11-05 17:00:30,magazine
Catholic Church,2019-05-29-078582,2019-05-29 21:10:40,politics
Christianity,2019-03-22-073238,2019-03-22 20:13:51,media
Methodism,2019-09-12-084174,2019-09-12 15:59:41,politics
Judaism,2019-08-11-036860,2019-08-11 09:00:05,sports
Islam,2019-05-14-108693,2019-05-14 09:00:09,politics
Baptists,2019-06-05-129864,2019-06-05 16:35:54,politics
Catholic Church,2019-10-20-009172,2019-10-20 15:37:48,americas
other,2019-05-17-049283,2019-05-17 16:10:09,obituaries
Christianity,2019-12-27-028847,2019-12-27 15:55:08,television
Judaism,2019-07-02-056611,2019-07-02 03:41:01,nyregion
Catholic Church,2019-04-18-040168,2019-04-18 09:00:12,politics
Presbyterianism,2019-02-01-086113,2019-02-01 23:03:42,politics
Methodism,2019-09-06-100432,2019-09-06 10:37:32,opinion
Judaism,2019-09-18-124247,2019-09-18 18:49:15,politics
Anglicanism,2019-12-10-003990,2019-12-10 05:01:14,business
Catholic Church,2019-05-15-014979,2019-05-15 03:56:40,media
Islam,2019-01-10-015546,2019-01-10 19:49:17,asia
Catholic Church,2019-12-05-027132,2019-12-05 01:31:08,opinion
atheism,2019-09-10-029920,2019-09-10 09:00:23,movies
Islam,2019-09-25-033521,2019-09-25 23:40:02,politics
Baptists,2019-07-27-015454,2019-07-27 16:00:07,politics
Presbyterianism,2019-09-23-064276,2019-09-23 00:20:41,europe
Catholic Church,2019-02-14-082714,2019-02-14 00:25:44,politics
Islam,2019-10-11-096296,2019-10-11 13:35:25,europe
atheism,2019-06-14-105883,2019-06-14 09:00:07,review
atheism,2019-01-16-001636,2019-01-16 06:00:04,television
Presbyterianism,2019-11-26-010966,2019-11-26 17:02:28,nyregion
other,2019-02-16-008921,2019-02-16 15:12:04,europe
atheism,2019-01-22-039356,2019-01-22 16:48:42,arts
Catholic Church,2019-07-25-029467,2019-07-25 06:41:40,television
Anglicanism,2019-02-04-076656,2019-02-04 20:26:27,business
Judaism,2019-07-25-063124,2019-07-25 23:49:30,politics
other,2019-09-08-048901,2019-09-08 06:00:04,politics
other,2019-09-20-116802,2019-09-20 04:16:28,briefing
Presbyterianism,2019-02-01-132048,2019-02-01 02:38:16,politics
Catholic Church,2019-11-05-000206,2019-11-05 08:45:48,television
Methodism,2019-03-31-000569,2019-03-31 09:00:07,politics
Catholic Church,2019-04-26-001555,2019-04-26 15:02:23,politics
Presbyterianism,2019-10-02-008778,2019-10-02 19:08:53,politics
other,2019-07-08-014514,2019-07-08 19:15:38,us
other,2019-03-24-015983,2019-03-24 12:47:30,asia
atheism,2019-07-03-049376,2019-07-03 09:00:03,magazine
Methodism,2019-10-28-065351,2019-10-28 09:00:06,politics
Catholic Church,2019-09-20-070913,2019-09-20 00:03:03,politics
Presbyterianism,2019-09-17-102184,2019-09-17 04:09:43,politics
other,2019-12-31-058403,2019-12-31 22:14:04,europe
other,2019-02-10-000626,2019-02-10 17:35:58,obituaries
Presbyterianism,2019-11-27-002599,2019-11-27 17:16:48,opinion
Anglicanism,2019-06-28-011907,2019-06-28 09:00:18,opinion
Catholic Church,2019-07-10-016261,2019-07-10 19:59:47,politics
Catholic Church,2019-06-03-018221,2019-06-03 09:00:01,magazine
other,2019-09-20-028582,2019-09-20 19:31:11,business
Methodism,2019-08-09-055958,2019-08-09 00:38:48,politics
Methodism,2019-02-21-081126,2019-02-21 15:35:45,politics
Judaism,2019-02-14-088621,2019-02-14 21:54:21,politics
other,2019-06-21-080075,2019-06-21 12:23:06,europe
Catholic Church,2019-01-10-003304,2019-01-10 01:49:01,politics
Judaism,2019-09-09-005701,2019-09-09 19:30:53,europe
Islam,2019-03-23-005407,2019-03-23 01:58:00,sports
Anglicanism,2019-05-24-012206,2019-05-24 08:49:13,europe
other,2019-11-26-015959,2019-11-26 10:34:24,politics
other,2019-03-14-028897,2019-03-14 15:37:30,politics
Catholic Church,2019-10-23-028791,2019-10-23 05:49:45,television
atheism,2019-10-03-047940,2019-10-03 21:45:03,opinion
Catholic Church,2019-06-10-045504,2019-06-10 16:28:20,europe
other,2019-06-03-049494,2019-06-03 19:21:17,fashion
other,2019-05-16-062265,2019-05-16 07:00:03,sports
Baptists,2019-11-14-065826,2019-11-14 11:00:07,opinion
Baptists,2019-01-14-057136,2019-01-14 10:00:06,nyregion
Catholic Church,2019-12-20-064820,2019-12-20 02:20:18,politics
Islam,2019-12-12-075435,2019-12-12 17:33:04,europe
atheism,2019-09-09-091088,2019-09-09 09:00:17,theater
other,2019-07-22-003355,2019-07-22 08:00:09,television
Presbyterianism,2019-09-30-004872,2019-09-30 22:31:08,politics
Catholic Church,2019-07-26-004536,2019-07-26 06:34:58,television
Catholic Church,2019-01-28-007445,2019-01-28 11:00:03,opinion
Methodism,2019-01-08-008096,2019-01-08 10:00:02,magazine
other,2019-10-24-026830,2019-10-24 09:00:16,movies
Presbyterianism,2019-11-18-044527,2019-11-18 18:45:32,politics
Judaism,2019-02-28-068541,2019-02-28 01:53:14,politics
Christianity,2019-10-04-067191,2019-10-04 06:06:57,television
Catholic Church,2019-10-11-070068,2019-10-11 09:00:22,politics
Baptists,2019-12-18-072417,2019-12-18 20:34:12,us
other,2019-02-15-090166,2019-02-15 15:13:51,politics
Judaism,2019-06-17-095169,2019-06-17 16:26:27,politics
Judaism,2019-11-14-005444,2019-11-14 18:45:02,review
atheism,2019-11-01-016687,2019-11-01 20:00:03,style
Christianity,2019-01-02-018664,2019-01-02 09:00:04,movies
Presbyterianism,2019-11-21-043819,2019-11-21 00:52:13,politics
Catholic Church,2019-05-08-048776,2019-05-08 09:30:48,television
Judaism,2019-03-19-058159,2019-03-19 16:20:29,politics
Catholic Church,2019-05-17-076358,2019-05-17 21:50:08,movies
Christianity,2019-04-14-044996,2019-04-14 23:04:41,americas
Catholic Church,2019-07-30-065026,2019-07-30 13:00:06,business
other,2019-07-12-087245,2019-07-12 15:35:02,europe
other,2019-04-29-095655,2019-04-29 09:00:08,politics
Judaism,2019-11-27-002356,2019-11-27 10:00:36,politics
Baptists,2019-09-13-005603,2019-09-13 01:29:48,politics
other,2019-11-04-012299,2019-11-04 15:44:22,movies
Anglicanism,2019-11-05-014551,2019-11-05 10:00:11,review
other,2019-08-16-036382,2019-08-16 05:16:22,asia
Baptists,2019-09-21-021791,2019-09-21 18:40:33,opinion
Presbyterianism,2019-07-16-042854,2019-07-16 09:31:48,briefing
other,2019-11-01-064175,2019-11-01 18:47:33,europe
other,2019-06-27-082043,2019-06-27 16:01:36,opinion
Anglicanism,2019-06-02-046109,2019-06-02 06:00:12,middleeast
other,2019-09-23-085724,2019-09-23 00:07:15,opinion
Catholic Church,2019-04-26-064243,2019-04-26 15:56:51,europe
Judaism,2019-04-18-055178,2019-04-18 00:13:16,opinion
Baptists,2019-10-19-052986,2019-10-19 00:04:07,politics
Catholic Church,2019-12-24-060684,2019-12-24 18:13:11,business
Catholic Church,2019-08-14-002779,2019-08-14 06:58:13,television
other,2019-05-13-009584,2019-05-13 06:00:05,sports
Catholic Church,2019-08-01-008303,2019-08-01 17:20:08,opinion
other,2019-10-07-010754,2019-10-07 09:00:01,magazine
atheism,2019-06-30-012990,2019-06-30 14:53:50,asia
Judaism,2019-01-25-033427,2019-01-25 17:48:49,politics
Presbyterianism,2019-06-05-044217,2019-06-05 06:49:30,europe
Judaism,2019-11-08-051944,2019-11-08 23:47:27,us
other,2019-08-27-045568,2019-08-27 09:00:03,magazine
other,2019-05-14-121686,2019-05-14 21:55:05,middleeast
Judaism,2019-04-10-015178,2019-04-10 22:33:02,politics
other,2019-01-24-081373,2019-01-24 15:57:15,europe
other,2019-09-05-084200,2019-09-05 20:09:17,tennis
Judaism,2019-02-28-116995,2019-02-28 22:52:05,politics
Catholic Church,2019-03-28-127295,2019-03-28 09:55:18,briefing
Catholic Church,2019-07-14-011843,2019-07-14 14:29:51,politics
Judaism,2019-06-10-037391,2019-06-10 23:11:49,politics
Catholic Church,2019-05-07-074780,2019-05-07 16:49:52,europe
other,2019-09-12-081374,2019-09-12 15:27:13,style
Islam,2019-04-08-078274,2019-04-08 07:21:35,asia
atheism,2019-12-19-075958,2019-12-19 01:49:15,media
Catholic Church,2019-07-17-084342,2019-07-17 05:58:05,europe
other,2019-02-17-001208,2019-02-17 21:14:48,us
other,2019-03-17-007328,2019-03-17 17:05:56,politics
Catholic Church,2019-10-14-035266,2019-10-14 18:50:02,theater
Catholic Church,2019-06-26-038830,2019-06-26 18:11:15,politics
Judaism,2019-10-04-059428,2019-10-04 14:00:08,movies
Catholic Church,2019-11-05-061622,2019-11-05 17:00:30,magazine
Catholic Church,2019-04-03-092139,2019-04-03 18:18:21,politics
Anglicanism,2019-12-19-079181,2019-12-19 15:46:03,politics
other,2019-05-02-127046,2019-05-02 00:53:48,politics
Anglicanism,2019-07-19-005144,2019-07-19 09:00:10,business
Baptists,2019-02-26-008353,2019-02-26 19:09:45,politics
other,2019-10-30-020823,2019-10-30 11:53:22,us
Islam,2019-04-28-014835,2019-04-28 15:18:56,sports
Catholic Church,2019-05-22-036800,2019-05-22 07:38:38,television
Judaism,2019-11-07-046974,2019-11-07 10:00:13,tennis
other,2019-12-05-076695,2019-12-05 00:05:50,politics
other,2019-05-03-080200,2019-05-03 14:55:47,politics
Judaism,2019-03-19-083494,2019-03-19 16:20:29,politics
Judaism,2019-03-26-094735,2019-03-26 17:42:41,politics
Presbyterianism,2019-01-22-094544,2019-01-22 17:55:28,politics
Judaism,2019-07-31-088417,2019-07-31 09:26:41,briefing
Islam,2019-09-14-001003,2019-09-14 14:50:21,middleeast
other,2019-08-15-002324,2019-08-15 01:23:20,books
Catholic Church,2019-12-23-003474,2019-12-23 08:00:08,politics
other,2019-05-17-015296,2019-05-17 16:10:09,obituaries
atheism,2019-05-04-024028,2019-05-04 11:51:59,dealbook
Judaism,2019-11-11-051394,2019-11-11 08:00:09,nyregion
Presbyterianism,2019-03-24-030980,2019-03-24 16:31:12,politics
other,2019-03-21-067193,2019-03-21 10:31:50,asia
Catholic Church,2019-06-28-065054,2019-06-28 00:03:43,opinion
other,2019-11-19-092184,2019-11-19 19:08:37,middleeast
Methodism,2019-09-19-102704,2019-09-19 19:11:52,us
Anglicanism,2019-12-13-091180,2019-12-13 15:57:22,europe
Judaism,2019-06-05-032274,2019-06-05 20:40:02,obituaries
other,2019-05-14-053298,2019-05-14 16:22:46,sports
Presbyterianism,2019-06-28-052806,2019-06-28 03:38:30,politics
Methodism,2019-04-03-084069,2019-04-03 10:37:20,dealbook
Catholic Church,2019-08-09-070367,2019-08-09 06:27:34,television
Catholic Church,2019-05-12-041972,2019-05-12 14:52:07,politics
other,2019-12-19-075894,2019-12-19 21:19:34,politics
Presbyterianism,2019-03-25-088234,2019-03-25 22:35:42,briefing
Catholic Church,2019-06-02-051581,2019-06-02 20:42:30,europe
other,2019-09-16-011012,2019-09-16 13:00:04,music
Catholic Church,2019-10-11-013353,2019-10-11 06:13:06,television
Baptists,2019-09-03-034903,2019-09-03 16:19:08,magazine
Methodism,2019-09-05-073986,2019-09-05 23:57:03,politics
Judaism,2019-07-31-054642,2019-07-31 17:57:42,politics
Catholic Church,2019-03-06-092119,2019-03-06 14:05:04,nyregion
Catholic Church,2019-08-13-077590,2019-08-13 03:51:17,asia
Catholic Church,2019-10-08-114624,2019-10-08 12:19:33,europe
Anglicanism,2019-07-10-003754,2019-07-10 00:42:18,europe
Judaism,2019-01-20-009655,2019-01-20 17:29:14,television
other,2019-09-12-023273,2019-09-12 10:16:39,opinion
Presbyterianism,2019-03-08-028624,2019-03-08 17:22:54,politics
Islam,2019-07-03-055069,2019-07-03 09:00:03,magazine
Baptists,2019-06-09-035181,2019-06-09 09:00:06,politics
Catholic Church,2019-01-15-072580,2019-01-15 08:00:03,nyregion
Presbyterianism,2019-11-26-009085,2019-11-26 18:54:16,politics
other,2019-09-10-014994,2019-09-10 16:50:14,us
atheism,2019-02-06-030748,2019-02-06 11:00:09,opinion
Catholic Church,2019-08-01-023809,2019-08-01 16:26:11,politics
other,2019-03-25-046500,2019-03-25 06:59:04,asia
Christianity,2019-07-25-044403,2019-07-25 06:41:40,television
atheism,2019-09-23-061315,2019-09-23 13:13:25,us
other,2019-02-28-097194,2019-02-28 01:53:14,politics
atheism,2019-05-17-093681,2019-05-17 14:00:06,movies
other,2019-11-12-088904,2019-11-12 10:00:22,politics
Judaism,2019-04-03-106388,2019-04-03 19:43:14,politics
other,2019-11-11-100497,2019-11-11 20:17:15,europe
Presbyterianism,2019-06-29-000598,2019-06-29 11:43:36,asia
Presbyterianism,2019-12-23-004361,2019-12-23 10:00:28,politics
Catholic Church,2019-04-29-011770,2019-04-29 20:35:26,obituaries
Presbyterianism,2019-11-20-018375,2019-11-20 20:54:20,politics
Christianity,2019-12-01-011563,2019-12-01 17:00:56,politics
Catholic Church,2019-10-17-041344,2019-10-17 00:35:31,politics
other,2019-02-25-037118,2019-02-25 10:00:03,magazine
Catholic Church,2019-07-25-029292,2019-07-25 06:41:40,television
Presbyterianism,2019-06-15-023781,2019-06-15 18:46:36,middleeast
Presbyterianism,2019-07-12-068142,2019-07-12 22:45:46,opinion
Judaism,2019-03-04-091434,2019-03-04 10:00:16,politics
Catholic Church,2019-02-14-009406,2019-02-14 11:56:17,dealbook
Presbyterianism,2019-11-02-012892,2019-11-02 02:31:53,politics
Methodism,2019-11-17-018296,2019-11-17 04:08:48,us
other,2019-05-14-047810,2019-05-14 09:00:07,review
other,2019-07-01-046797,2019-07-01 23:31:43,politics
atheism,2019-07-03-053944,2019-07-03 09:00:03,magazine
atheism,2019-06-18-071316,2019-06-18 10:22:49,opinion
Judaism,2019-02-05-086431,2019-02-05 23:47:18,sports
other,2019-09-23-084895,2019-09-23 06:47:23,middleeast
atheism,2019-01-28-103922,2019-01-28 08:00:04,media
Methodism,2019-05-27-000761,2019-05-27 12:00:05,television
atheism,2019-10-21-011185,2019-10-21 07:38:06,asia
Islam,2019-03-26-026893,2019-03-26 09:00:09,asia
other,2019-06-28-025460,2019-06-28 15:19:15,business
other,2019-07-17-038416,2019-07-17 00:49:18,us
Catholic Church,2019-06-25-037551,2019-06-25 09:00:08,politics
atheism,2019-05-29-051255,2019-05-29 10:00:11,opinion
Catholic Church,2019-11-11-060668,2019-11-11 17:31:13,review
Judaism,2019-08-31-037672,2019-08-31 15:36:02,politics
Catholic Church,2019-12-28-029206,2019-12-28 16:06:33,americas
Presbyterianism,2019-07-25-060356,2019-07-25 00:39:44,politics
Islam,2019-06-28-081336,2019-06-28 17:50:29,music
Baptists,2019-07-29-063616,2019-07-29 18:01:25,politics
Islam,2019-09-09-091848,2019-09-09 18:19:48,asia
Presbyterianism,2019-05-15-116779,2019-05-15 09:46:15,briefing
Methodism,2019-03-14-130438,2019-03-14 18:03:02,politics
atheism,2019-05-10-122193,2019-05-10 09:00:19,nyregion
Baptists,2019-03-27-137704,2019-03-27 09:00:11,politics
other,2019-06-11-124138,2019-06-11 20:23:18,politics
Judaism,2019-10-12-004687,2019-10-12 19:28:33,middleeast
other,2019-09-20-025798,2019-09-20 08:26:37,asia
Catholic Church,2019-05-03-033812,2019-05-03 15:12:35,movies
Catholic Church,2019-06-03-032132,2019-06-03 12:47:19,politics
Methodism,2019-02-07-054456,2019-02-07 00:44:47,politics
Judaism,2019-02-26-066161,2019-02-26 10:00:04,magazine
atheism,2019-10-15-066301,2019-10-15 17:20:12,movies
Baptists,2019-04-05-104062,2019-04-05 20:29:59,politics
Methodism,2019-02-07-010815,2019-02-07 00:44:47,politics
Presbyterianism,2019-11-04-014826,2019-11-04 21:13:33,politics
Judaism,2019-06-10-025739,2019-06-10 09:00:09,politics
other,2019-01-18-029370,2019-01-18 02:08:26,politics
atheism,2019-11-02-038903,2019-11-02 09:00:07,style
Catholic Church,2019-10-16-110918,2019-10-16 19:00:08,opinion
atheism,2019-09-17-009290,2019-09-17 21:27:56,books
other,2019-05-21-012237,2019-05-21 18:51:38,books
Catholic Church,2019-12-02-012450,2019-12-02 11:41:51,asia
Presbyterianism,2019-04-02-022253,2019-04-02 13:21:41,politics
Islam,2019-01-08-025011,2019-01-08 14:15:22,middleeast
other,2019-10-24-040110,2019-10-24 09:00:16,movies
atheism,2019-07-09-050597,2019-07-09 12:02:03,europe
atheism,2019-05-16-073934,2019-05-16 21:00:05,movies
other,2019-02-20-105780,2019-02-20 21:15:00,politics
atheism,2019-09-06-099253,2019-09-06 09:00:01,review
Presbyterianism,2019-09-03-112348,2019-09-03 01:23:03,politics
atheism,2019-08-08-015740,2019-08-08 10:00:06,books
Presbyterianism,2019-03-04-017407,2019-03-04 12:25:30,europe
Catholic Church,2019-07-01-024215,2019-07-01 21:29:45,asia
Anglicanism,2019-07-23-040758,2019-07-23 09:00:01,review
Presbyterianism,2019-01-07-055143,2019-01-07 23:21:09,politics
other,2019-12-06-068148,2019-12-06 02:06:38,politics
Judaism,2019-11-27-070355,2019-11-27 10:00:30,magazine
Methodism,2019-10-29-069272,2019-10-29 09:00:02,magazine
other,2019-01-11-071152,2019-01-11 10:00:05,review
other,2019-09-28-046427,2019-09-28 09:00:07,politics
other,2019-12-13-085794,2019-12-13 08:51:17,europe
Presbyterianism,2019-07-10-030694,2019-07-10 00:29:05,politics
Judaism,2019-07-06-017634,2019-07-06 15:00:04,politics
Catholic Church,2019-05-24-047782,2019-05-24 05:00:06,sports
Catholic Church,2019-07-23-037130,2019-07-23 09:00:09,magazine
other,2019-06-29-027218,2019-06-29 18:38:36,politics
Presbyterianism,2019-10-30-082111,2019-10-30 22:45:09,opinion
Methodism,2019-04-22-037063,2019-04-22 12:00:06,politics
other,2019-03-08-091131,2019-03-08 00:11:54,politics
Judaism,2019-05-01-099813,2019-05-01 17:15:46,review
Presbyterianism,2019-06-06-107926,2019-06-06 07:02:43,europe
other,2019-07-06-025373,2019-07-06 09:00:12,politics
Catholic Church,2019-09-27-074677,2019-09-27 18:06:33,media
Judaism,2019-02-15-093447,2019-02-15 10:00:10,politics
other,2019-09-18-095174,2019-09-18 23:25:30,politics
Presbyterianism,2019-04-28-053904,2019-04-28 03:17:40,politics
other,2019-06-02-058868,2019-06-02 14:36:35,politics
Catholic Church,2019-01-16-001418,2019-01-16 11:00:04,opinion
other,2019-12-18-013414,2019-12-18 22:16:22,politics
Baptists,2019-08-04-010700,2019-08-04 17:30:23,politics
other,2019-04-14-015787,2019-04-14 21:08:33,europe
atheism,2019-04-09-045677,2019-04-09 20:59:45,style
Judaism,2019-08-01-062941,2019-08-01 09:00:15,politics
Judaism,2019-09-27-083755,2019-09-27 15:05:16,us
Baptists,2019-09-13-090916,2019-09-13 23:58:08,politics
Judaism,2019-03-13-103098,2019-03-13 17:48:18,opinion
Judaism,2019-09-13-121876,2019-09-13 01:02:35,politics
Christianity,2019-05-02-134735,2019-05-02 07:51:09,television
Christianity,2019-09-26-040654,2019-09-26 21:29:41,briefing
Presbyterianism,2019-01-31-048580,2019-01-31 23:41:46,politics
other,2019-03-01-079868,2019-03-01 23:06:02,obituaries
Catholic Church,2019-05-07-081071,2019-05-07 13:09:18,us
other,2019-08-08-090347,2019-08-08 12:30:53,asia
Baptists,2019-05-31-113446,2019-05-31 09:00:15,politics
Baptists,2019-09-13-008599,2019-09-13 23:58:08,politics
other,2019-11-06-013611,2019-11-06 10:00:30,arts
Catholic Church,2019-03-04-022975,2019-03-04 10:00:11,politics
other,2019-09-05-028132,2019-09-05 20:09:17,tennis
Catholic Church,2019-05-03-034064,2019-05-03 18:33:55,sports
Baptists,2019-04-21-008720,2019-04-21 16:53:06,politics
Catholic Church,2019-11-12-049436,2019-11-12 00:27:00,americas
Catholic Church,2019-02-10-033718,2019-02-10 23:30:00,nyregion
Islam,2019-01-31-087289,2019-01-31 10:00:01,magazine
Catholic Church,2019-03-21-099019,2019-03-21 20:15:02,review
Judaism,2019-01-19-000419,2019-01-19 15:45:54,europe
Catholic Church,2019-12-20-008775,2019-12-20 00:22:18,politics
Presbyterianism,2019-10-18-016737,2019-10-18 15:33:27,politics
Catholic Church,2019-07-23-026069,2019-07-23 09:00:09,magazine
Presbyterianism,2019-08-13-035169,2019-08-13 09:00:50,asia
Catholic Church,2019-10-08-043348,2019-10-08 05:35:50,television
Islam,2019-05-22-069206,2019-05-22 00:01:02,politics
Christianity,2019-03-20-082726,2019-03-20 20:01:13,style
Christianity,2019-12-01-000758,2019-12-01 17:00:56,politics
Christianity,2019-09-10-005322,2019-09-10 06:40:43,television
other,2019-08-27-004735,2019-08-27 09:00:03,magazine
Presbyterianism,2019-04-01-013139,2019-04-01 10:38:36,dealbook
other,2019-10-10-034851,2019-10-10 16:03:05,europe
Catholic Church,2019-06-13-042630,2019-06-13 00:51:39,nyregion
Catholic Church,2019-06-25-036255,2019-06-25 21:38:25,politics
Presbyterianism,2019-12-09-065982,2019-12-09 11:00:09,politics
Catholic Church,2019-08-28-074378,2019-08-28 21:59:39,media
other,2019-01-30-112062,2019-01-30 00:34:08,politics
Presbyterianism,2019-03-27-138607,2019-03-27 23:30:50,politics
Presbyterianism,2019-10-10-004909,2019-10-10 18:00:48,middleeast
Presbyterianism,2019-02-06-036971,2019-02-06 01:58:21,politics
Catholic Church,2019-11-21-042431,2019-11-21 10:00:30,politics
Presbyterianism,2019-07-13-023094,2019-07-13 18:00:05,sunday
Presbyterianism,2019-05-27-037213,2019-05-27 10:34:39,asia
Anglicanism,2019-08-28-063309,2019-08-28 10:32:04,europe
other,2019-01-02-065338,2019-01-02 04:11:04,politics
Anglicanism,2019-04-19-044017,2019-04-19 17:39:38,politics
Presbyterianism,2019-06-18-104358,2019-06-18 06:34:06,television
Islam,2019-05-10-124447,2019-05-10 09:00:01,us
Catholic Church,2019-09-17-002304,2019-09-17 16:39:13,obituaries
Catholic Church,2019-07-20-001114,2019-07-20 00:44:43,politics
Catholic Church,2019-06-03-005076,2019-06-03 12:47:19,politics
atheism,2019-06-28-012723,2019-06-28 09:00:07,review
Catholic Church,2019-01-03-017484,2019-01-03 22:31:47,europe
Judaism,2019-10-18-023690,2019-10-18 03:36:08,politics
Catholic Church,2019-04-26-039373,2019-04-26 15:02:23,politics
Catholic Church,2019-07-23-048755,2019-07-23 10:00:04,politics
Catholic Church,2019-01-17-098353,2019-01-17 02:18:48,politics
Presbyterianism,2019-02-01-132178,2019-02-01 11:00:05,media
Catholic Church,2019-07-16-004941,2019-07-16 06:31:42,television
other,2019-01-24-018015,2019-01-24 03:30:03,europe
atheism,2019-01-11-015003,2019-01-11 15:10:56,review
other,2019-02-15-020257,2019-02-15 16:00:54,us
Presbyterianism,2019-04-10-021570,2019-04-10 22:33:02,politics
Presbyterianism,2019-05-15-031761,2019-05-15 23:31:58,politics
other,2019-11-19-043653,2019-11-19 13:08:38,europe
other,2019-01-01-019801,2019-01-01 01:04:01,europe
other,2019-11-16-042475,2019-11-16 00:14:45,europe
other,2019-01-25-092625,2019-01-25 00:39:44,opinion
Catholic Church,2019-04-09-092324,2019-04-09 09:00:05,politics
Catholic Church,2019-07-13-001086,2019-07-13 21:45:29,sunday
Baptists,2019-09-09-010767,2019-09-09 09:30:07,politics
Catholic Church,2019-01-11-022663,2019-01-11 23:26:45,politics
