gender,quoteID,topic
male,2018-12-11-034472,mind
male,2018-05-23-040704,nyregion
male,2018-02-15-050424,nyregion
male,2018-08-01-034529,insider
male,2018-04-11-054853,politics
female,2018-08-17-037804,opinion
male,2018-10-05-048133,review
male,2018-10-24-061650,nyregion
female,2018-05-18-069572,theater
male,2018-10-02-066097,sports
male,2018-08-28-069953,europe
male,2018-08-22-056262,us
male,2018-01-30-097975,sports
male,2018-01-25-100979,obituaries
male,2018-01-05-088110,nyregion
male,2018-07-03-078684,letters
male,2018-05-01-114350,obituaries
male,2018-09-07-095507,asia
male,2018-09-28-102936,review
male,2018-06-07-106797,soccer
male,2018-09-10-091793,business
male,2018-05-22-112640,politics
male,2018-10-10-130353,magazine
female,2018-09-20-124126,olympics
female,2018-09-28-122515,europe
male,2018-08-22-091137,politics
male,2018-05-01-154060,design
male,2018-09-27-141482,weddings
female,2018-10-01-130958,arts
male,2018-03-29-161159,us
male,2018-10-17-154056,media
female,2018-09-11-141122,books
male,2018-06-22-002356,europe
male,2018-12-19-003980,us
male,2018-02-16-007457,europe
male,2018-03-02-007522,t-magazine
female,2018-05-22-006786,nyregion
male,2018-03-11-005393,europe
male,2018-12-18-008152,dealbook
male,2018-04-06-015285,asia
female,2018-02-20-019703,books
male,2018-04-27-021186,t-magazine
male,2018-11-01-026719,movies
male,2018-11-22-019391,fashion
male,2018-09-25-029454,politics
male,2018-08-11-012727,opinion
female,2018-11-20-033767,science
male,2018-10-04-037330,nyregion
male,2018-05-10-058871,nyregion
male,2018-07-17-040188,sports
male,2018-07-13-042238,politics
male,2018-01-30-072717,music
male,2018-06-21-063120,politics
female,2018-06-12-069152,sports
male,2018-11-23-051223,realestate
female,2018-11-28-064886,politics
male,2018-06-19-066490,europe
male,2018-05-31-075010,asia
female,2018-05-28-044030,politics
male,2018-03-07-113376,politics
male,2018-04-02-074637,television
male,2018-06-23-039285,obituaries
male,2018-11-26-078637,politics
female,2018-12-13-090843,asia
male,2018-08-06-074377,us
male,2018-08-31-090103,europe
female,2018-05-17-124392,fashion
male,2018-03-30-110602,television
male,2018-06-06-121660,design
male,2018-09-15-072680,sunday
male,2018-11-28-001427,obituaries
male,2018-11-13-002289,review
male,2018-07-25-002314,opinion
female,2018-03-19-006421,review
male,2018-01-25-007860,europe
male,2018-08-31-006326,media
male,2018-04-04-008837,americas
female,2018-07-11-009191,style
female,2018-03-31-007139,style
male,2018-10-23-014040,review
female,2018-05-06-008189,politics
male,2018-11-14-017836,politics
female,2018-09-13-031165,media
male,2018-04-09-035463,politics
male,2018-01-10-041553,business
male,2018-01-21-021138,politics
male,2018-04-09-038868,golf
female,2018-01-09-041832,politics
male,2018-05-11-050583,arts
male,2018-01-04-043280,football
male,2018-03-20-067475,politics
female,2018-05-27-028164,sports
male,2018-05-25-061975,tennis
male,2018-11-30-062091,hockey
male,2018-06-15-059533,asia
male,2018-11-04-033984,politics
male,2018-11-02-069701,politics
male,2018-02-24-047780,business
male,2018-10-18-077791,theater
male,2018-02-13-085947,fashion
male,2018-03-28-089732,travel
female,2018-10-13-042187,style
female,2018-07-23-062967,well
male,2018-08-05-032687,nyregion
female,2018-08-20-059533,television
male,2018-04-11-105253,theater
female,2018-12-27-054187,europe
female,2018-11-07-095627,australia
male,2018-02-01-119253,obituaries
male,2018-03-28-116572,theater
female,2018-02-22-119211,television
male,2018-01-17-114441,science
male,2018-10-26-121743,us
female,2018-01-28-071900,music
male,2018-08-08-103357,climate
male,2018-12-05-144313,sports
male,2018-10-20-075321,basketball
male,2018-02-19-001940,obituaries
male,2018-09-10-005244,television
male,2018-11-26-007864,theater
male,2018-11-13-009312,asia
male,2018-10-15-010596,t-magazine
male,2018-10-23-012035,europe
male,2018-11-11-006733,politics
male,2018-11-15-015527,politics
female,2018-02-09-027080,politics
female,2018-03-15-047182,travel
female,2018-05-10-055089,theater
female,2018-03-29-061770,television
male,2018-01-30-062094,movies
male,2018-12-04-056165,us
male,2018-09-21-055180,arts
male,2018-11-23-042463,music
female,2018-05-08-073567,style
male,2018-09-17-060072,politics
male,2018-03-16-084043,europe
male,2018-08-26-034570,politics
male,2018-02-24-054483,business
female,2018-07-17-066682,music
male,2018-06-19-086567,magazine
male,2018-07-06-072857,review
male,2018-07-31-080542,politics
female,2018-10-24-111270,theater
male,2018-10-26-102098,review
female,2018-03-01-128992,politics
male,2018-11-09-105483,politics
female,2018-11-14-120727,politics
male,2018-04-16-127750,us
female,2018-11-01-130041,books
male,2018-04-24-138772,arts
male,2018-05-11-137990,nyregion
male,2018-05-11-142749,europe
female,2018-10-06-069036,style
male,2018-01-04-129197,football
female,2018-08-08-115264,obituaries
male,2018-11-13-006034,politics
female,2018-03-31-005951,asia
female,2018-06-12-013828,obituaries
male,2018-07-30-011113,asia
male,2018-12-05-015432,politics
male,2018-11-28-015111,magazine
male,2018-07-19-014903,politics
male,2018-02-13-026933,obituaries
male,2018-03-06-027802,style
male,2018-03-21-030126,africa
male,2018-10-22-026800,sports
male,2018-05-08-031338,nyregion
female,2018-09-29-015126,politics
male,2018-10-17-042007,technology
female,2018-01-05-038009,television
female,2018-06-29-040687,media
female,2018-10-05-049211,magazine
male,2018-06-07-051130,magazine
female,2018-07-11-046271,politics
male,2018-08-10-043362,politics
female,2018-09-11-063297,theater
male,2018-09-10-053813,movies
male,2018-01-14-037832,television
male,2018-09-26-073579,travel
male,2018-02-03-047457,style
male,2018-12-05-077779,politics
male,2018-03-26-082591,climate
female,2018-02-26-084401,t-magazine
female,2018-02-07-106993,design
female,2018-11-02-091785,review
female,2018-09-07-082404,movies
male,2018-10-25-101575,sports
male,2018-01-26-103413,movies
male,2018-08-27-087129,dining
male,2018-08-27-088900,sports
female,2018-10-27-053118,politics
male,2018-07-21-041062,opinion
female,2018-01-05-095152,television
male,2018-05-15-113797,us
female,2018-04-11-129346,style
female,2018-10-04-115137,magazine
male,2018-03-26-119645,arts
male,2018-12-07-123633,sunday
male,2018-08-26-058699,theater
male,2018-07-03-108485,style
female,2018-08-01-115287,politics
female,2018-03-23-001671,movies
male,2018-05-31-006986,briefing
male,2018-04-15-004972,us
female,2018-01-25-016347,opinion
female,2018-07-12-013028,movies
female,2018-07-17-013804,review
male,2018-03-19-019746,books
male,2018-03-12-020875,obituaries
female,2018-06-12-021815,realestate
female,2018-07-17-020700,magazine
male,2018-10-19-025691,review
male,2018-01-26-031144,europe
male,2018-04-19-040657,tennis
male,2018-02-13-039885,economy
female,2018-02-16-042852,fashion
male,2018-08-17-030161,style
male,2018-12-04-039433,books
male,2018-04-04-047111,golf
male,2018-04-21-027064,business
female,2018-04-10-045080,tennis
male,2018-10-31-052081,nyregion
female,2018-01-27-032756,business
male,2018-04-28-036447,opinion
male,2018-06-18-048575,review
male,2018-08-19-025354,sports
male,2018-11-21-059468,movies
female,2018-06-27-060122,magazine
female,2018-06-20-064647,politics
male,2018-11-28-061637,sports
male,2018-03-20-079218,obituaries
male,2018-06-06-065946,design
male,2018-08-22-049533,europe
female,2018-02-02-103626,television
male,2018-07-24-075312,television
male,2018-03-05-092612,baseball
male,2018-05-05-057779,us
male,2018-11-21-095067,europe
female,2018-07-31-082840,review
male,2018-09-04-090027,science
male,2018-09-28-106429,us
female,2018-08-16-092447,technology
female,2018-08-31-098004,columnists
female,2018-08-20-081853,style
male,2018-12-05-117359,sports
female,2018-12-23-046039,books
female,2018-09-17-103338,upshot
male,2018-11-08-122297,middleeast
male,2018-10-22-117164,sports
male,2018-07-07-048500,baseball
male,2018-07-17-103765,africa
female,2018-05-10-156752,politics
male,2018-09-25-133193,t-magazine
female,2018-06-01-126550,europe
male,2018-07-28-064042,sunday-review
male,2018-01-31-003663,theater
male,2018-08-10-004867,realestate
male,2018-03-06-017499,travel
male,2018-02-27-027828,baseball
female,2018-12-12-027859,politics
male,2018-04-21-019272,politics
male,2018-07-13-037335,world-cup
male,2018-05-17-053872,business
male,2018-05-30-046629,business
male,2018-01-08-044681,science
male,2018-08-30-051089,television
male,2018-04-18-083799,television
male,2018-03-31-041056,sunday
male,2018-08-28-069306,insider
male,2018-01-05-070562,basketball
female,2018-01-21-044174,media
male,2018-01-04-082683,obituaries
male,2018-12-18-075226,obituaries
male,2018-11-22-066985,style
male,2018-02-06-113249,asia
male,2018-03-28-122367,review
male,2018-05-14-103741,dining
female,2018-02-26-110048,business
male,2018-06-10-053073,asia
male,2018-10-23-127897,science
male,2018-07-18-118650,baseball
male,2018-03-13-147912,us
male,2018-05-09-152469,politics
male,2018-06-19-125549,politics
male,2018-09-13-139331,us
female,2018-06-12-134064,books
female,2018-05-10-167593,fashion
male,2018-03-30-002580,music
female,2018-10-25-005087,style
female,2018-04-05-006270,obituaries
male,2018-09-19-007310,obituaries
male,2018-01-03-011678,politics
male,2018-10-18-027750,letters
female,2018-08-23-035874,briefing
male,2018-10-15-043550,music
male,2018-10-25-054771,dealbook
male,2018-04-25-062809,style
male,2018-11-06-051772,opinion
male,2018-11-25-031659,politics
female,2018-11-23-050123,sunday
male,2018-11-15-073051,obituaries
male,2018-05-16-082548,books
male,2018-06-01-065862,politics
male,2018-05-29-067403,lens
male,2018-06-17-034281,opinion
male,2018-09-13-087469,dealbook
male,2018-06-04-069766,business
female,2018-08-16-072296,us
male,2018-12-21-078834,politics
male,2018-07-17-079485,politics
male,2018-09-12-104521,review
male,2018-08-02-087303,business
male,2018-07-28-046407,opinion
female,2018-01-02-077933,books
male,2018-09-03-068907,arts
female,2018-12-19-106704,us
male,2018-03-02-131753,movies
female,2018-04-25-164652,style
female,2018-06-29-116057,europe
male,2018-11-22-097295,design
male,2018-02-27-158081,baseball
male,2018-06-26-129713,health
male,2018-08-27-003636,asia
male,2018-03-31-003179,obituaries
male,2018-09-24-005873,golf
male,2018-10-11-007294,music
male,2018-09-28-006672,golf
male,2018-08-21-011716,nyregion
female,2018-03-04-008547,movies
male,2018-01-13-011093,us
female,2018-11-14-021806,obituaries
male,2018-11-07-022236,politics
male,2018-06-14-022483,politics
male,2018-06-06-022918,opinion
male,2018-02-02-035386,politics
male,2018-01-26-035653,asia
male,2018-08-05-013675,nyregion
female,2018-10-06-019454,style
female,2018-01-29-044490,music
male,2018-10-05-043053,baseball
female,2018-03-06-054914,europe
male,2018-08-12-021021,golf
female,2018-07-01-022394,obituaries
male,2018-10-24-071035,fashion
female,2018-09-14-066501,t-magazine
male,2018-03-21-083335,arts
male,2018-08-19-028756,opinion
male,2018-11-01-076743,family
male,2018-03-27-083594,us
female,2018-10-11-086640,movies
male,2018-03-12-085785,sports
male,2018-06-28-076545,politics
female,2018-11-18-041105,music
male,2018-04-12-101826,nyregion
female,2018-10-23-090258,travel
male,2018-03-06-100858,arts
male,2018-09-21-089548,music
male,2018-10-19-093709,us
male,2018-03-02-109600,baseball
male,2018-09-04-091248,opinion
male,2018-11-21-100793,politics
female,2018-02-21-136892,us
male,2018-09-26-122157,europe
male,2018-06-02-054038,opinion
male,2018-02-27-141836,nyregion
male,2018-02-01-163511,football
male,2018-09-12-142316,magazine
male,2018-02-13-158023,arts
female,2018-10-11-153380,politics
male,2018-10-16-143768,politics
female,2018-07-30-002257,review
female,2018-01-12-006898,television
male,2018-12-12-013393,design
male,2018-09-26-016173,style
male,2018-09-06-014816,asia
male,2018-08-28-014392,business
male,2018-12-15-006844,economy
male,2018-06-20-025528,us
female,2018-02-09-030098,review
male,2018-11-08-029659,design
male,2018-07-23-028621,health
female,2018-01-17-041347,music
female,2018-04-16-047074,t-magazine
female,2018-03-22-057550,science
male,2018-10-14-029171,middleeast
female,2018-03-20-069814,business
male,2018-06-10-029392,politics
male,2018-10-17-074508,opinion
female,2018-02-07-087416,fashion
female,2018-12-27-043580,nyregion
male,2018-10-11-083036,music
female,2018-12-13-075067,design
female,2018-05-22-081555,smarter-living
female,2018-12-23-035256,us
female,2018-10-08-049827,africa
male,2018-02-23-105075,family
female,2018-02-21-116250,magazine
male,2018-12-06-108932,design
male,2018-07-11-088798,nyregion
female,2018-08-02-093389,learning
male,2018-01-30-123581,opinion
male,2018-12-21-093149,design
male,2018-04-30-111335,sports
male,2018-11-16-115991,design
female,2018-05-08-135499,style
male,2018-02-02-153704,weddings
male,2018-12-05-139794,music
male,2018-01-17-154888,tennis
female,2018-12-06-003075,us
male,2018-03-12-006230,dealbook
male,2018-12-12-005753,style
male,2017-06-24-032479,us
male,2017-05-26-130241,television
male,2017-11-03-167495,style
female,2017-09-06-161496,basketball
male,2017-10-16-076513,sports
male,2017-03-31-001752,politics
male,2017-02-16-004093,magazine
female,2017-10-23-006282,fashion
male,2017-04-29-004218,opinion
male,2017-09-23-003928,politics
female,2017-11-29-080423,music
male,2017-12-06-014049,opinion
female,2017-08-21-081260,fashion
female,2017-05-03-015575,europe
male,2017-09-21-017331,opinion
male,2017-05-04-018893,us
female,2017-09-28-109058,magazine
male,2017-08-02-025903,family
male,2017-08-16-117751,opinion
female,2017-06-23-097761,politics
male,2017-08-07-094703,politics
male,2017-11-16-034708,review
male,2017-02-20-104320,fashion
male,2017-10-22-063021,politics
male,2017-12-19-101832,americas
male,2017-02-20-110783,technology
male,2017-05-26-101289,politics
male,2017-10-13-136365,upshot
male,2017-02-16-097687,us
male,2017-08-26-026247,dealbook
male,2017-10-26-059390,europe
female,2017-08-17-056750,science
male,2017-08-12-073771,style
male,2017-04-14-109736,music
male,2017-02-01-059163,politics
male,2017-05-10-062984,personaltech
female,2017-06-12-053686,theater
male,2017-06-17-034756,europe
male,2017-09-07-072174,science
male,2017-10-17-080311,movies
male,2017-09-24-084517,politics
female,2017-05-18-070502,tennis
male,2017-06-14-150957,technology
male,2017-07-18-063945,nyregion
male,2017-12-15-068675,business
male,2017-06-06-070512,us
male,2017-11-08-183831,europe
male,2017-12-26-091926,books
female,2017-10-09-145601,obituaries
male,2017-09-30-086380,middleeast
male,2017-11-17-078531,nyregion
male,2017-12-14-082946,politics
male,2017-07-13-002584,business
male,2017-09-21-002849,asia
male,2017-09-08-080555,opinion
male,2017-08-21-005811,media
male,2017-04-19-014284,us
male,2017-07-04-009373,economy
female,2017-10-18-114585,economy
female,2017-07-31-093209,politics
female,2017-09-15-120633,politics
female,2017-02-12-010162,fashion
female,2017-08-12-016122,nyregion
male,2017-10-09-029614,americas
male,2017-10-05-142506,politics
female,2017-04-27-124161,magazine
male,2017-10-30-109079,review
male,2017-08-01-122844,opinion
male,2017-10-19-045855,magazine
male,2017-02-12-042582,books
male,2017-02-13-023048,music
male,2017-02-16-032621,media
female,2017-06-07-128574,review
male,2017-06-14-127197,asia
male,2017-06-09-050236,baseball
female,2017-08-30-164590,arts
male,2017-04-12-141197,middleeast
male,2017-03-02-097103,baseball
male,2017-07-23-076371,television
male,2017-08-08-059120,technology
male,2017-07-21-059476,sunday
male,2017-12-19-051928,asia
male,2017-08-12-036735,politics
male,2017-02-18-054998,television
female,2017-09-12-187618,review
female,2017-09-26-070862,nyregion
male,2017-07-29-041176,politics
male,2017-09-12-086064,travel
male,2017-07-25-158732,technology
male,2017-10-23-153257,dealbook
male,2017-05-05-074888,arts
male,2017-07-24-073980,nyregion
female,2017-10-09-076501,politics
male,2017-08-19-046901,politics
male,2017-03-07-004116,dining
male,2017-04-06-010707,golf
male,2017-10-27-015643,music
female,2017-06-23-014397,realestate
male,2017-01-29-000294,sports
male,2017-06-22-017417,nyregion
female,2017-05-07-049659,us
male,2017-08-25-099645,europe
male,2017-03-07-015921,politics
male,2017-04-10-019676,books
male,2017-05-31-101198,music
male,2017-06-04-054100,sports
female,2017-03-20-027729,tennis
male,2017-10-20-025767,t-magazine
male,2017-07-27-120105,golf
female,2017-12-12-025063,us
male,2017-03-23-114060,theater
male,2017-06-11-055459,europe
male,2017-06-16-100510,opinion
male,2017-03-16-089510,politics
male,2017-08-01-115026,politics
male,2017-05-19-030491,asia
male,2017-10-11-040312,baseball
female,2017-05-09-111435,dining
female,2017-12-19-031794,dance
female,2017-06-08-038896,politics
male,2017-02-16-093214,media
female,2017-07-27-139550,science
male,2017-09-06-126366,opinion
female,2017-05-09-044588,dance
male,2017-08-03-057613,politics
female,2017-11-04-076728,style
female,2017-05-16-047336,nyregion
female,2017-05-25-120286,t-magazine
female,2017-09-01-133903,television
male,2017-03-10-055869,nyregion
male,2017-10-04-067586,arts
male,2017-12-01-055861,design
male,2017-08-23-158615,opinion
female,2017-02-18-026879,style
male,2017-02-18-028313,baseball
male,2017-11-03-166304,americas
male,2017-04-30-041924,design
female,2017-09-17-048675,europe
male,2017-11-30-076285,football
male,2017-12-07-087520,asia
female,2017-06-29-001356,politics
female,2017-08-08-002470,television
female,2017-05-05-002781,asia
male,2017-09-21-006287,media
male,2017-12-11-073756,music
male,2017-08-04-007505,baseball
female,2017-10-20-092643,your-money
male,2017-09-05-011405,review
female,2017-07-10-011662,weddings
male,2017-10-12-020284,media
female,2017-05-22-016443,us
male,2017-11-30-095156,television
male,2017-11-02-026576,us
male,2017-07-25-106677,review
male,2017-06-09-099785,politics
male,2017-03-13-021410,magazine
male,2017-08-17-034141,politics
male,2017-05-27-015795,autoracing
male,2017-04-25-112693,music
male,2017-06-02-036735,climate
male,2017-08-18-047585,music
male,2017-09-24-072024,nyregion
female,2017-09-02-025415,weddings
male,2017-08-29-047541,design
male,2017-03-06-030997,golf
female,2017-04-01-033774,business
female,2017-10-10-150658,business
male,2017-03-09-055203,politics
female,2017-04-30-034438,design
male,2017-04-07-070503,politics
female,2017-03-09-135085,nyregion
male,2017-08-02-082184,golf
female,2017-09-22-163479,opinion
female,2017-06-02-151545,politics
female,2017-11-16-176845,politics
male,2017-03-09-068969,tennis
male,2017-11-30-002989,fashion
female,2017-11-24-058879,opinion
male,2017-04-18-004208,media
female,2017-10-24-007094,theater
female,2017-05-04-007284,review
male,2017-02-20-081127,arts
male,2017-03-17-007629,lesson-plans
male,2017-10-24-097831,europe
female,2017-09-04-008821,opinion
male,2017-08-31-017830,television
male,2017-07-28-018048,politics
male,2017-11-25-007463,style
male,2017-07-26-020172,us
female,2017-12-02-049026,middleeast
male,2017-09-14-023800,nyregion
male,2017-05-11-021963,review
male,2017-09-12-027121,dining
male,2017-12-22-017823,nyregion
male,2017-09-06-106669,art
male,2017-04-21-108488,realestate
male,2017-03-10-103011,taxes
male,2017-10-31-029239,magazine
male,2017-09-10-016094,asia
male,2017-03-03-069322,arts
male,2017-06-17-055568,europe
female,2017-03-10-031339,review
female,2017-02-01-038538,dance
female,2017-06-20-033347,business
male,2017-05-06-019293,style
female,2017-11-22-040981,obituaries
male,2017-12-02-020612,politics
male,2017-06-08-125629,opinion
male,2017-08-15-129353,magazine
male,2017-03-15-119852,magazine
male,2017-07-04-077480,nyregion
male,2017-12-05-046502,media
male,2017-10-19-150851,magazine
female,2017-09-01-126204,politics
male,2017-04-02-069934,asia
male,2017-02-20-122628,tennis
male,2017-05-24-053811,television
female,2017-09-30-075959,politics
female,2017-04-21-062782,business
male,2017-09-28-072053,politics
male,2017-10-13-071339,soccer
male,2017-10-02-058803,middleeast
male,2017-08-16-176114,asia
male,2017-04-03-138190,opinion
male,2017-11-29-065559,media
female,2017-10-18-184419,nyregion
male,2017-03-02-051316,canada
male,2017-02-18-057012,politics
male,2017-10-12-085886,politics
male,2017-11-07-082216,style
male,2017-03-02-000818,theater
male,2017-06-10-043791,television
female,2017-07-21-004882,opinion
female,2017-09-13-103453,magazine
female,2017-05-10-087346,media
male,2017-11-12-008035,baseball
male,2017-07-14-014088,television
male,2017-03-10-090027,television
male,2017-08-25-099691,politics
female,2017-05-18-098095,basketball
male,2017-04-25-102178,politics
female,2017-07-04-014470,sports
male,2017-05-22-021258,middleeast
male,2017-04-19-114545,us
male,2017-04-16-012835,asia
female,2017-02-26-001899,books
male,2017-09-29-031326,us
male,2017-08-30-133474,asia
male,2017-10-04-039760,opinion
male,2017-10-17-043416,style
female,2017-03-07-089625,tennis
male,2017-03-10-038807,watching
male,2017-11-05-026668,sports
male,2017-05-21-058562,us
male,2017-10-03-126254,commercial
male,2017-11-24-029190,nyregion
male,2017-09-26-044337,olympics
male,2017-12-08-130908,middleeast
male,2017-09-22-143930,europe
male,2017-10-22-031163,media
male,2017-06-28-128800,magazine
male,2017-06-23-137595,sunday
female,2017-02-27-041128,retirement
male,2017-11-07-164526,music
male,2017-12-22-110074,hockey
male,2017-04-05-175688,business
male,2017-02-16-059250,magazine
male,2017-02-03-000408,weddings
male,2017-06-23-079210,asia
male,2017-10-09-007496,basketball
male,2017-04-06-010249,baseball
male,2017-04-21-011684,review
male,2017-03-16-011357,sports
male,2017-10-19-111095,business
male,2017-09-14-020062,magazine
male,2017-11-01-017907,review
female,2017-05-19-023028,realestate
male,2017-02-19-027817,your-money
male,2017-03-15-025370,magazine
male,2017-04-28-030710,music
male,2017-02-18-041638,politics
male,2017-11-28-098777,magazine
male,2017-09-15-036965,briefing
male,2017-11-10-122114,nyregion
male,2017-12-21-104360,opinion
male,2017-12-08-118315,middleeast
female,2017-06-03-019480,politics
male,2017-08-04-118773,politics
male,2017-03-29-123443,politics
male,2017-10-16-116403,olympics
male,2017-11-28-035586,arts
male,2017-05-04-042017,nyregion
male,2017-09-27-044865,design
male,2017-08-22-123085,politics
male,2017-02-11-007275,middleeast
male,2017-12-20-114836,politics
male,2017-05-12-044408,television
male,2017-02-06-030576,economy
female,2017-07-11-044530,dance
male,2017-05-12-048336,opinion
male,2017-11-27-045701,us
male,2017-07-08-029373,sunday
male,2017-04-14-051129,sunday
male,2017-10-19-168215,baseball
male,2017-09-15-161504,us
female,2017-10-14-085870,asia
female,2017-10-18-074743,magazine
female,2017-10-03-065072,olympics
male,2017-08-05-035196,world
male,2017-07-15-031931,europe
male,2017-10-26-078316,design
male,2017-04-06-172557,television
male,2017-08-31-174696,television
male,2017-12-20-144046,music
male,2017-02-16-058302,business
male,2017-10-12-184540,magazine
male,2017-05-01-062357,opinion
male,2017-03-15-003330,television
male,2017-07-15-002072,tennis
female,2017-11-03-088910,politics
male,2017-11-07-008738,nyregion
male,2017-06-24-043629,hockey
male,2017-04-07-012871,politics
male,2017-06-24-005677,politics
male,2017-08-25-015298,sports
female,2017-05-31-016932,fashion
male,2017-07-12-017292,asia
male,2017-11-08-021778,health
male,2017-11-09-119841,middleeast
male,2017-06-03-052737,europe
male,2017-12-04-099346,crosswords
male,2017-12-02-051101,europe
male,2017-05-01-086156,politics
female,2017-06-03-012917,us
female,2017-04-10-024745,t-magazine
male,2017-07-09-050962,music
male,2017-12-08-111572,review
female,2017-07-27-128640,politics
male,2017-07-24-107927,nyregion
male,2017-07-19-108869,design
male,2017-03-23-127147,asia
male,2017-09-06-120047,us
male,2017-12-19-033687,dealbook
female,2017-09-11-111151,us
male,2017-05-08-107959,us
female,2017-05-04-045981,movies
male,2017-07-14-040409,politics
male,2017-12-14-136865,music
female,2017-10-28-029283,arts
male,2017-12-26-031363,basketball
male,2017-03-05-018644,baseball
male,2017-10-10-063392,magazine
male,2017-07-06-136315,fashion
male,2017-10-20-065868,review
male,2017-09-08-060252,europe
male,2017-03-06-039082,business
male,2017-09-21-161955,columnists
male,2017-11-12-084109,us
male,2017-05-15-126119,baseball
male,2017-12-15-139370,europe
male,2017-05-12-064523,basketball
male,2017-03-31-071254,politics
female,2017-08-16-177395,art
male,2017-11-24-051932,theater
male,2017-10-04-182936,fashion
male,2017-08-16-001306,politics
female,2017-10-11-001588,television
female,2017-08-04-002317,review
male,2017-01-30-006253,canada
male,2017-02-06-051392,politics
male,2017-03-19-002663,europe
female,2017-06-19-069972,mens-style
male,2017-03-31-090784,review
male,2017-07-22-007044,baseball
male,2017-02-16-010881,americas
male,2017-03-23-100925,asia
male,2017-10-27-097662,energy-environment
male,2017-03-30-104751,opinion
male,2017-07-18-084623,books
male,2017-03-07-013811,politics
male,2017-06-29-022564,politics
male,2017-08-03-115595,middleeast
male,2017-08-03-030773,politics
male,2017-06-21-107119,baseball
female,2017-10-06-116170,television
male,2017-05-07-055648,media
male,2017-06-12-028213,baseball
male,2017-06-16-031464,football
male,2017-12-15-105065,theater
female,2017-12-02-017304,fashion
male,2017-07-11-034997,magazine
male,2017-09-18-037963,ncaafootball
male,2017-03-07-036218,dance
male,2017-07-15-061902,politics
male,2017-11-24-034756,autoracing
male,2017-09-01-126179,sports
male,2017-02-19-014168,dance
female,2017-02-10-009108,nyregion
female,2017-12-19-046119,us
male,2017-10-30-052624,nyregion
male,2017-08-18-136582,americas
male,2017-08-18-056702,baseball
male,2017-06-22-145144,design
male,2017-08-11-149879,television
male,2017-09-20-171926,arts
male,2017-10-20-160913,politics
male,2017-09-20-178276,opinion
female,2017-11-12-044380,books
male,2017-05-03-163388,europe
male,2017-04-01-090740,fashion
male,2017-02-14-009703,politics
male,2017-11-15-005486,style
male,2017-11-10-007082,television
female,2017-09-29-092219,health
female,2017-08-18-094078,style
female,2017-08-15-015877,tennis
female,2017-07-21-098959,us
female,2017-09-09-008666,opinion
female,2017-11-02-110817,magazine
male,2017-02-15-069574,politics
male,2017-03-14-016841,asia
female,2017-04-05-029089,music
male,2017-11-02-122736,mens-style
female,2017-10-09-104741,politics
male,2017-06-29-030249,nyregion
male,2017-10-14-068803,asia
male,2017-12-18-096411,politics
male,2017-07-23-022017,health
male,2017-05-26-033758,review
female,2017-10-21-024300,style
male,2017-08-30-155601,ncaafootball
male,2017-04-26-048429,europe
female,2017-11-17-044407,insider
female,2017-11-19-024589,asia
male,2017-09-12-059557,politics
male,2017-09-25-053249,europe
male,2017-09-01-054167,tennis
female,2017-08-27-031144,asia
male,2017-08-18-145474,middleeast
male,2017-04-04-061320,edlife
female,2017-06-09-059949,media
male,2017-10-04-074730,baseball
male,2017-12-20-001156,obituaries
male,2017-11-07-085772,television
female,2017-11-02-087998,magazine
male,2017-10-16-004397,business
male,2017-05-22-063102,arts
female,2017-02-24-081387,review
male,2017-05-18-082813,politics
male,2017-09-13-010724,television
male,2017-11-07-012777,your-money
male,2017-09-07-015019,baseball
female,2017-11-14-020057,dance
female,2017-05-24-089966,fashion
male,2017-05-10-102550,business
male,2017-12-22-077647,soccer
male,2017-11-08-036406,nyregion
male,2017-03-28-103487,dealbook
female,2017-12-27-068274,health
male,2017-11-02-125049,us
female,2017-03-31-120218,us
male,2017-05-16-106065,dealbook
male,2017-08-23-128884,middleeast
male,2017-04-10-036326,asia
male,2017-08-03-134045,europe
female,2017-11-10-045193,t-magazine
male,2017-09-08-114592,tennis
male,2017-08-15-125284,tennis
male,2017-12-13-047073,music
male,2017-05-08-040695,magazine
female,2017-08-26-069964,opinion
male,2017-11-22-046342,us
male,2017-08-14-044837,us
male,2017-05-26-042973,nyregion
male,2017-08-30-161674,design
male,2017-08-09-151504,design
male,2017-11-13-053818,business
male,2017-08-21-122429,baseball
male,2017-09-08-134026,movies
female,2017-11-30-059985,obituaries
male,2017-10-18-080138,books
male,2017-11-24-047282,business
male,2017-09-09-039016,baseball
male,2017-07-03-050575,dining
male,2017-02-20-072335,politics
female,2017-10-26-187634,music
female,2017-12-08-160227,europe
male,2017-11-23-054156,personaltech
male,2017-09-29-002312,us
male,2017-04-21-002993,us
male,2017-06-23-078123,us
male,2017-06-30-003589,travel
male,2017-11-20-078995,asia
male,2017-04-24-007840,baseball
female,2017-08-15-094513,europe
male,2017-07-11-083244,politics
male,2017-10-12-016391,baseball
female,2017-10-11-016801,us
male,2017-11-02-016561,magazine
male,2017-02-26-006083,media
female,2017-06-21-016127,dealbook
male,2017-10-26-018371,politics
male,2017-03-23-108457,fashion
female,2017-08-13-056963,music
male,2017-05-11-103075,design
male,2017-05-24-020090,television
male,2017-08-16-032218,movies
male,2017-12-11-026063,obituaries
male,2017-05-25-102909,politics
male,2017-09-28-038734,politics
male,2017-09-09-018789,middleeast
female,2017-04-28-123892,review
